,itemLabel,pubmedid,year,eupcm_citations
1096,The ubiquitin kinase PINK1 recruits autophagy receptors to induce mitophagy.,26266977,2013.0,476
1097,The vulnerability of Indo-Pacific mangrove forests to sea-level rise.,26466567,2013.0,34
1098,The zinc transporter ZIP12 regulates the pulmonary vascular response to chronic hypoxia.,26258299,2010.0,29
1099,Theileria parasites secrete a prolyl isomerase to maintain host leukocyte transformation,25624101,2006.0,33
1100,Therapeutic antibodies reveal Notch control of transdifferentiation in the adult lung,26580007,2011.0,47
1101,Therapy-induced tumour secretomes promote resistance and tumour progression,25807485,2012.0,149
1102,Thermal biases and vulnerability to warming in the world's marine fauna.,26560025,2012.0,23
1103,Thermal vesiculation during volcanic eruptions.,26701056,2008.5,6
1104,Thermosensory processing in the Drosophila brain,25739502,2009.0,30
1105,Thirst driving and suppressing signals encoded by distinct neural populations in the brain.,25624099,2005.0,65
1106,"Timing and climate forcing of volcanic eruptions for the past 2,500 years.",26153860,2012.0,58
1107,Transcription factor binding dynamics during human ES cell differentiation,25693565,2011.0,105
1108,Transcriptional control of autophagy-lysosome function drives pancreatic cancer metabolism,26168401,2011.0,190
1109,Transcriptional plasticity promotes primary and acquired resistance to BET inhibition.,26367798,2011.0,137
1110,Transcriptional regulators form diverse groups with context-dependent regulatory functions.,26550828,2008.5,52
1111,Transport domain unlocking sets the uptake rate of an aspartate transporter.,25652997,2010.0,54
1112,Treatment: When less is more.,26672784,2014.5,1
1113,Tuberculosis: Autophagy is not the answer.,26649822,2010.5,10
1114,Tuft-cell-derived IL-25 regulates an intestinal ILC2-epithelial response circuit.,26675736,2011.0,209
1115,Tumour exosome integrins determine organotropic metastasis.,26524530,2008.5,847
1116,Tungsten isotopic evidence for disproportional late accretion to the Earth and Moon.,25855299,2007.0,10
1117,Two disparate ligand-binding sites in the human P2Y1 receptor.,25822790,2010.5,91
1118,Two independent and primitive envelopes of the bilobate nucleus of comet 67P.,26416730,2015.0,8
1119,Two insulin receptors determine alternative wing morphs in planthoppers.,25799997,2004.0,87
1120,Two-channel Kondo effect and renormalization flow with macroscopic quantum charge states.,26450056,2001.0,12
1121,UbiX is a flavin prenyltransferase required for bacterial ubiquinone biosynthesis,26083743,2011.0,48
1122,Ubiquitous time variability of integrated stellar populations.,26570999,2004.0,0
1123,Ultrafast ultrasound localization microscopy for deep super-resolution vascular imaging.,26607546,2012.0,101
1124,Undecidability of the spectral gap.,26659181,1990.0,7
1125,Understanding the incremental value of novel diagnostic tests for tuberculosis.,26633767,2013.0,26
1126,Unique role for ATG5 in neutrophil-mediated immunopathology during M. tuberculosis infection,26649827,2011.0,120
1127,Universal Fermi liquid crossover and quantum criticality in a mesoscopic system.,26450057,2007.0,11
1128,Universal allosteric mechanism for Gα activation by GPCRs.,26147082,2008.0,76
1129,Urban observatories: city data can inform decision theory.,25788090,2012.0,1
1130,Vehicle emissions: Diesel pollution long under-reported.,26450046,2015.0,3
1131,Vertically transmitted faecal IgA levels determine extra-chromosomal phenotypic variation.,25686606,2010.0,62
1132,Viraemia suppressed in HIV-1-infected humans by broadly neutralizing antibody 3BNC117.,25855300,2013.0,266
1133,Viral-genetic tracing of the input-output organization of a central noradrenaline circuit.,26131933,2010.0,137
1134,Visible-frequency hyperbolic metasurface.,26062510,2010.0,46
1135,Visualizing transient Watson-Crick-like mispairs in DNA and RNA duplexes.,25762137,2006.0,59
1136,Volcanic-plutonic parity and the differentiation of the continental crust.,26178961,1999.5,13
1137,Warm-hot baryons comprise 5-10 per cent of filaments in the cosmic web,26632589,2007.5,0
1138,Water: A drought plan for biodiversity.,25993951,2005.0,1
1139,Water: Halt India's groundwater loss.,25993949,2009.0,0
1140,Western US intermountain seismicity caused by changes in upper mantle flow.,26310767,2011.0,2
1141,Whole genomes redefine the mutational landscape of pancreatic cancer.,25719666,2011.0,625
1142,Whole-genome characterization of chemoresistant ovarian cancer.,26017449,2011.0,354
1143,Whole-genome sequencing identifies EN1 as a determinant of bone density and fracture.,26367794,2010.5,140
1144,Widespread exploitation of the honeybee by early Neolithic farmers.,26560301,2011.0,10
1145,Wild bees: Lone rangers.,25992676,2015.0,1
1146,Wild-type microglia do not reverse pathology in mouse models of Rett syndrome,25993969,2012.0,53
1147,Wind from the black-hole accretion disk driving a molecular outflow in an active galaxy.,25810204,2013.0,1
1148,Woo et al. reply.,26432255,2012.5,0
1149,X-ray structure of a mammalian stearoyl-CoA desaturase,26098370,2004.0,44
1150,YAP is essential for tissue tension to ensure vertebrate 3D body shape,25778702,2010.0,78
1151,Yap-dependent reprogramming of Lgr5(+) stem cells drives intestinal regeneration and cancer.,26503053,2011.5,104
1152,Zanne et al. reply.,25993971,2004.5,1
1153,eIF3 targets cell-proliferation messenger RNAs for translational activation or repression,25849773,2010.0,92
1154,hiCLIP reveals the in vivo atlas of mRNA secondary structures recognized by Staufen 1.,25799984,2011.0,90
1155,α-Synuclein strains cause distinct synucleinopathies after local and systemic administration.,26061766,2012.0,316
1156,β-Lactam formation by a non-ribosomal peptide synthetase during antibiotic biosynthesis.,25624104,2008.0,36
1157,η-Secretase processing of APP inhibits neuronal activity in the hippocampus.,26322584,2006.0,118
1158,∆F508 CFTR interactome remodelling promotes rescue of cystic fibrosis.,26618866,2006.0,58
